fioriId;RoleName;AppName;ApplicationType;App Launcher Title - Subtitle;Lighthouse;UITechnology;PrimaryODataServiceName;PrimaryODataServiceVersion;AdditionalODataServices;AdditionalODataServicesVersions;Link;Column1
F0029;Internal Sales Representative;Sales Order Fulfillment Issues;Transactional;;;SAP Fiori (SAPUI5);SD_SOFM_SRV;1;LORD_ODATA_ORDER_SRV, SD_SOFM_CREDIT_BLOCK_SRV, SD_SOFM_DELIVERY_SRV_01, SD_SOFM_INVOICE_SRV;0001, 0001, 0001, 0001;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0029;
F0029A;Internal Sales Representative;Sales Order Fulfillment Issues (Version 2);Transactional, Analytical;;Yes;SAP Fiori elements;SD_SOFI;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0029A;
F0046A;Master Data Specialist - Business Partner Data;Customer Master FactSheets;Fact sheet;;;SAP Fiori elements;C_CUSTOMER_OP_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0046A;
F0106;Accounts Receivable Accountant;Process Receivables;Transactional;Process Receivables;;SAP Fiori (SAPUI5);FDMO_PROCESS_RECEIVABLES_SRV;1;FAR_CORRESPONDENCE_HISTORY_SRV;0001;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0106;
F0106A;Accounts Receivable Accountant;Process Receivables (Version 2);Transactional;Process Receivables;Yes;SAP Fiori elements;UI_PROCESSRECEIVABLES_MAN;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0106A;
F0217;Manager - Finance Info;Track Supplier Invoices;Transactional;Track Supplier Invoices;;SAP Fiori (SAPUI5);FAP_MYVENDORINVOICES;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0217;
F0232A;Receiving Specialist;Inbound Delivery (S/4HANA);Fact sheet;;;SAP Fiori elements;LE_SHP_INBOUND_DELIVERY_OBJPG_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0232A;
F0233A;Shipping Specialist;Outbound Delivery (S/4HANA);Fact sheet;;;SAP Fiori elements;LE_SHP_OUTBOUND_DELIVERY_FS;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0233A;
F0234A;Shipping Specialist;Returns Delivery (S/4HANA);Fact sheet;;;SAP Fiori elements;LE_SHP_RETURNS_DELIVERY_FS_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0234A;
F0246;Production Planner;Monitor External Requirements;Transactional;Monitor External Requirements;;SAP Fiori (SAPUI5);PP_MRP_COCKPIT_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0246;
F0247;Production Planner;Monitor Material Coverage - Net Segments;Transactional;Monitor Material Coverage (obsolete) - Net Segments;;SAP Fiori (SAPUI5);PP_MRP_COCKPIT_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0247;
F0247A;Production Planner;Monitor Material Coverage (Version 2);Transactional;Monitor Material Coverage - Net Segments;;SAP Fiori elements;PP_MRP_MATERIAL_COVERAGE_SRV;1;PP_MRP_AOR_SRV, PP_MRP_MATERIAL_COVERAGE_POVER_SRV;0001, 0001;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0247A;
F0250;Production Planner;Manage External Requirements;Transactional;;;SAP Fiori (SAPUI5);PP_MRP_COCKPIT_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0250;
F0251;Production Planner;Manage Material Coverage;Transactional;Check Material Coverage;;SAP Fiori (SAPUI5);PP_MRP_COCKPIT_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0251;
F0251A;Production Planner;Manage Material Coverage (Version 2);Transactional;Manage Material Coverage;;SAP Fiori elements;PP_MRP_MANAGE_MATERIAL_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0251A;
F0263;Production Planner;Monitor Internal Requirements;Transactional;Monitor Internal Requirements;;SAP Fiori (SAPUI5);PP_MRP_COCKPIT_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0263;
F0266;Production Planner;Monitor Production Orders or Process Orders;Transactional;Monitor Process Orders (Deprecated) - MRP View, Monitor Production Orders (Deprecated) - MRP View;;SAP Fiori (SAPUI5);PP_MRP_COCKPIT_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0266;
F0266A;Production Planner;Monitor Production Orders or Process Orders (Version 2);Transactional;Monitor Process Orders - MRP View, Monitor Production Orders - MRP View;;SAP Fiori (SAPUI5);PP_MRP_COCKPIT_SRV;1;PP_MRP_AOR_SRV, PP_MRP_MATERIAL_COVERAGE_POVER_SRV_;0001, 0001;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0266A;
F0270;Production Planner;Manage Internal Requirements;Transactional;;;SAP Fiori (SAPUI5);PP_MRP_COCKPIT_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0270;
F0273;Production Planner;Manage Production Orders or Process Orders;Transactional;;;SAP Fiori (SAPUI5);PP_MRP_COCKPIT_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0273;
F0284;Project Team Member;Confirm Project Tasks;Transactional;;;SAP Fiori (SAPUI5);PPM_PROTSK_CNF;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0284;
F0286A;Project Financial Controller;Milestone;Fact sheet;;;SAP Fiori elements;PS_MILESTONE_OVW_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0286A;
F0288A;Project Logistics Controller;Network (S/4HANA);Fact sheet;;;SAP Fiori elements;PS_PROJNETWORK_OVERV_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0288A;
F0289A;Project Logistics Controller;Network Activity (S/4HANA);Fact sheet;;;SAP Fiori elements;PS_NTWKACTY_OVW_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0289A;
F0290A;Project Financial Controller;Project Definition (S/4HANA);Fact sheet;;;SAP Fiori elements;PS_PROJECT_OVERV_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0290A;
F0291A;Project Financial Controller;WBS Element (S/4HANA);Fact sheet;;;SAP Fiori elements;PS_WBSELEMENT_OVW_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0291A;
F0292;Project Financial Controller;Change WBS Element Status;Transactional;Change WBS Element Status;;SAP Fiori (SAPUI5);PS_WBSELEMENTSTATUSCHANGE_SRV;1;SM_INTEGRATION_V2_SRV;0001;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0292;
F0295;Project Financial Controller;Confirm Project Milestone;Transactional;Confirm Project Milestone;;SAP Fiori (SAPUI5);PS_MILESTONE_CONFIRM;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0295;
F0296;Project Logistics Controller;Confirm Network Activity;Transactional;Confirm Network Activity;;SAP Fiori (SAPUI5);PS_ACTIVITY_CONFIRM;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0296;
F0309A;Quality Technician;Inspection Point (S/4HANA);Transactional;Display Inspection Points;;SAP Fiori elements;QM_INSPSUBSET_MANAGE_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0309A;
F0311A;Quality Technician;Inspection Method (S/4HANA);Fact sheet;Display Inspection Methods;;SAP Fiori elements;QM_INSPMETHOD_OBJECTPAGE_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0311A;
F0333A;Promotion Specialist (Retail);Allocation Table (S/4HANA);Transactional, Fact sheet;Allocation Table;;SAP Fiori elements;RFM_ALLOC_TABLE_OP_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0333A;
F0335A;Master Data Specialist - Location Data (Retail);Site (S/4HANA);Transactional, Fact sheet;Site;;SAP Fiori elements;RFM_SITE_OP_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0335A;
F0336A;Promotion Specialist (Retail);Retail Promotion (S/4HANA);Transactional, Fact sheet;Retail Promotion;;SAP Fiori elements;RFM_PROMOTION_OP_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0336A;
F0337;Strategic Buyer;Manage Purchasing Categories;Transactional;Manage Purchasing Categories;;SAP Fiori elements;C_PURCHASINGCAT_FS_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0337;
F0338A;Other;Material Master;Transactional, Fact sheet;;;SAP Fiori elements;MD_PRODUCT_FS_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0338A;
F0343;Strategic Buyer;Overdue Purchase Order Items;Analytical;;;SAP Fiori: SAP Smart Business generic drill down app;C_OVERDUEPO_CDS;1;C_PURORDVALUEWITHPLND_CDS, C_SUPPLIEREVALUATION_CDS, C_SUPPLIEREVALOVERALLQRY_CDS;0001, 0001, 0001;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0343;
F0346A;Accounts Payable Accountant - Procurement;Supplier Invoice (S/4HANA);Transactional;;;SAP Fiori elements;C_SUPPLIERINVOICE_FS_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0346A;
F0348;Purchaser;Purchase Order;Fact sheet;;;SAP Fiori (SAPUI5);C_PURCHASEORDER_FS_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0348;
F0348A;Purchaser;Purchase Order (Version 2);Transactional;;;SAP Fiori elements;C_PURCHASEORDER_FS_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0348A;
F0349;Purchaser;Purchase Requisition Item;Fact sheet;;;SAP Fiori (SAPUI5);C_PURREQUISITIONITEM_FS_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0349;
F0349A;Purchaser;Purchase Requisition Item (Version 2);Transactional, Fact sheet;;;SAP Fiori elements;C_PURREQUISITIONITEM_FS_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0349A;
F0350A;Purchaser;Purchase Contract (S/4HANA);Fact sheet;;;SAP Fiori elements;C_CONTRACT_FS_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0350A;
F0351;Purchaser;Purchasing Info Record;Fact sheet;;;SAP Fiori (SAPUI5);C_PURGINFORECORD_FS_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0351;
F0351A;Purchaser;Purchasing Info Record (Version 2);Fact sheet;;;SAP Fiori elements;C_PURGINFORECORD_FS_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0351A;
F0354;Purchaser;Supplier;Fact sheet;;;SAP Fiori elements;C_SUPPLIER_FS_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0354;
F0366;Manager - Finance Info;My Spend (Version 2);Transactional;My Spend;;SAP Fiori (SAPUI5);FCO_MS_SPEND_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0366;
F0368;Manager - Finance Info;My Unusual Items;Transactional;My Unusual Items;;SAP Fiori (SAPUI5);FCO_MU_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0368;
F0379A;Inventory Manager;Manage Physical Inventory Documents;Transactional, Fact sheet;Physical Inventory Document Overview;Yes;SAP Fiori elements;MM_IM_PHYS_INV_DOC_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0379A;
F0380;Accounts Receivable Accountant;Process Collections Worklist;Transactional;Process Collections Worklist;;SAP Fiori (SAPUI5);UDMO_COLLECTION_WORKLIST;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0380;
F0400A;Manager - Procurement;My Inbox - Approve Purchase Contracts;Transactional;Approve Purchase Contracts, Approve Purchase Orders, Approve Service Entry Sheets - Lean Services, Approve Supplier Invoices, Approve Supplier Quotations;;SAP Fiori: My Inbox;C_CONTRACT_FS_SRV;1;/IWPGW/TASKPROCESSING;0002;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0400A;
F0401A;Manager - Procurement;My Inbox - Approve Purchase Requisitions;Transactional;;;SAP Fiori: My Inbox;C_PURREQUISITION_FS_SRV;1;/IWPGW/TASKPROCESSING;0002;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0401A;
F0402A;Purchasing Manager;My Inbox - Approve Purchase Order;Transactional;Approve Purchase Contracts, Approve Purchase Orders, Approve Service Entry Sheets - Lean Services, Approve Supplier Invoices, Approve Supplier Quotations;;SAP Fiori: My Inbox;/IWPGW/TASKPROCESSING;2;C_PURCHASEORDER_FS_SRV;0001;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0402A;
F0409;Employee - Travel Info;My Travel Requests;Transactional;My Travel Requests;;SAP Fiori (SAPUI5);SRA004_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0409;
F0409A;Employee - Travel Info;My Travel Requests (Version 2);Transactional;;;SAP Fiori elements;TRV_MTR_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0409A;
F0409B;Travel Agent;Travel Requests for Travel Assistant;Transactional;Travel Requests - for Travel Assistant;;SAP Fiori elements;TRV_UI_SB_MTR_ARRANGER_MNG;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0409B;
F0410A;Manager - Inbox;My Inbox - Approve Travel Expenses;Transactional;;;SAP Fiori: My Inbox;TRV_ATE_S4_SRV;1;/IWPGW/TASKPROCESSING;0002;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0410A;
F0411A;Manager - Inbox;My Inbox - Approve Travel Requests;Transactional;;;SAP Fiori: My Inbox;TRV_ATR_S4_SRV;1;/IWPGW/TASKPROCESSING;0002;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0411A;
F0431;Retail Store Associate;Look Up Retail Products;Transactional;Look Up Retail Products;Yes;SAP Fiori (SAPUI5);RETAILSTORE_PRODUCT_LKP_SRV;1;VBI_APPL_DEF2_SRV;0001;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0431;
F0433;Insurance Claims Supervisor;Workload Management - Claims;Transactional;Team Claims;;SAP Fiori (SAPUI5);ICL_WLM_TASKS;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0433;
F0499;Employee - Master Data Request;Request Supplier (MDG);Transactional;Request New Supplier;;SAP Fiori (SAPUI5);MDG_SUPPLIER_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0499;
F0500;Employee - Master Data Request;Request Customer (MDG);Transactional;Request New Customer;;SAP Fiori (SAPUI5);MDG_CUSTOMER_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0500;
F0501;Employee - Master Data Request;Request Business Partner (MDG);Transactional;Request New Business Partner;;SAP Fiori (SAPUI5);MDG_BP_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0501;
F0502;Employee - Master Data Request;Request Material (MDG);Transactional;Request New Material;;SAP Fiori (SAPUI5);MDG_MATERIAL_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0502;
F0503;Employee - Master Data Request;Request Cost Center (MDG);Transactional;Request New Cost Center;;SAP Fiori (SAPUI5);MDG_COSTCENTER_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0503;
F0504;Employee - Master Data Request;Request Profit Center (MDG);Transactional;Request New Profit Center;;SAP Fiori (SAPUI5);MDG_PROFITCENTER_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0504;
F0510;Administrator;ILM Monitoring of Archiving  Jobs;Transactional;;;SAP Fiori (SAPUI5);ILM_JOB_MONITOR_SERVICE;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0510;
F0510A;Data Privacy Specialist;Monitor Archiving Jobs;Transactional;Monitor Archiving Jobs;;SAP Fiori (SAPUI5);ILM_JOB_MONITOR_SERVICE;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0510A;
F0512A;Cash Manager;Liquidity Forecast;Analytical;;;SAP Fiori: SAP Smart Business generic drill down app;C_LFCASTANALYTICS_CDS;1;/SSB/SMART_BUSINESS_RUNTIME_SRV;0001;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0512A;
F0513A;Cash Manager;Actual Cash Flow;Analytical;;;SAP Fiori: SAP Smart Business generic drill down app;C_LFCASTANALYTICS_CDS;1;/SSB/SMART_BUSINESS_RUNTIME_SRV;0001;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0513A;
F0515A;Cash Manager;Bank Risk (S/4HANA);Analytical;;;SAP Fiori: SAP Smart Business generic drill down app;C_BANKRISKANALYTICS_CDS;1;/SSB/SMART_BUSINESS_RUNTIME_SRV;0001;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0515A;
F0517A;Cash Manager;Deficit Cash Pool (S/4HANA);Analytical;;;SAP Fiori: SAP Smart Business generic drill down app;C_DEFICITCASHPOOLANALYTICS_CDS;1;/SSB/SMART_BUSINESS_RUNTIME_SRV;0001;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0517A;
F0539;Project Logistics Controller;Change Network Activity Status;Transactional;Change Network Activity Status;;SAP Fiori (SAPUI5);PS_NTWKACTVTSTATCHG_SRV;1;SM_INTEGRATION_V2_SRV;0001;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0539;
F0540A;Project Logistics Controller;Material Component;Fact sheet;;;SAP Fiori elements;PS_PROJ_MAT_COMPONENT_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0540A;
F0545A;Manager - Finance Info;My Inbox - Approve Supplier Invoice;Transactional;Approve Purchase Contracts, Approve Purchase Orders, Approve Service Entry Sheets - Lean Services, Approve Supplier Invoices, Approve Supplier Quotations;;SAP Fiori: My Inbox;/IWPGW/TASKPROCESSING;2;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0545A;
F0547A;Purchaser;My Purchasing Document Items (S/4HANA);Transactional;;;SAP Fiori (SAPUI5);ME2STAR_OD_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0547A;
F0547B;Purchaser;My Purchasing Document Items;Transactional;My Purchasing Document Items - Professional;;SAP Fiori elements;MM_PUR_MYPURGDOCITEMS_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0547B;
F0571;Strategic Buyer;Non-Managed Spend;Analytical;;;SAP Fiori: SAP Smart Business generic drill down app;C_NONMNGDPURGSPEND_CDS;1;C_PURCHASECONTRACTLEAKAGE_CDS, C_SUPPLIEREVALUATION_CDS, C_PURGSPENDOFFCONTRACT_CDS, C_PURORDVALUEWITHPLND_CDS;0001, 0001, 0001, 0001;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0571;
F0572;Strategic Buyer;Off-Contract Spend;Analytical;;;SAP Fiori: SAP Smart Business generic drill down app;C_PURGSPENDOFFCONTRACT_CDS;1;C_PURORDVALUEWITHPLND_CDS, C_PURCHASECONTRACTLEAKAGE_CDS, C_VALUECONTRACTCNSMPN_CDS, C_QUANTITYCONTRACTCNSMPN_CDS;0001, 0001, 0001, 0001;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0572;
F0574;Strategic Buyer;Contract Expiry;Analytical;;;SAP Fiori: SAP Smart Business generic drill down app;C_PURCHASECONTRACTEXPIRY_CDS;1;C_PURORDVALUEWITHPLND_CDS, C_PURCHASECONTRACTLEAKAGE_CDS, C_PURGSPENDOFFCONTRACT_CDS, C_QUANTITYCONTRACTCNSMPN_CDS, C_VALUECONTRACTCNSMPN_CDS;0001, 0001, 0001, 0001, 0001;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0574;
F0575;Strategic Buyer;Unused Contracts;Analytical;;;SAP Fiori: SAP Smart Business generic drill down app;C_UNUSEDPURCHASECONTRACTQ_CDS;1;C_VALUECONTRACTCNSMPN_CDS, C_QUANTITYCONTRACTCNSMPN_CDS, C_PURORDVALUEWITHPLND_CDS, C_PURGSPENDOFFCONTRACT_CDS, C_PURCHASECONTRACTLEAKAGE_CDS;0001, 0001, 0001, 0001, 0001;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0575;
F0576A;Recipe Developer;Recipe Finder (S/4HANA);Transactional, Analytical;Recipe Finder;;SAP Fiori (SAPUI5);CA_FM_FEATURE_TOGGLE_STATUS_SRV;1;PLMI_RECIPE_FINDER;0001;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0576A;
F0584;Employee - Travel Info;My Travel and Expenses;Transactional;My Travel and Expenses;;SAP Fiori (SAPUI5);PAOC_TRV_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0584;
F0584A;Employee - Travel Info;My Travel and Expenses (Version 2);Transactional;My Travel and Expenses;;SAP Fiori elements;TRV_MTE_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0584A;
F0584B;Travel Agent;Travel and Expenses for Travel Assistant;Transactional;Travel and Expenses - for Travel Assistant;;SAP Fiori elements;UI_TRVLEXPNARRANGERMNGV2;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0584B;
F0586;Retail Store Associate;Adjust Stock;Transactional;Adjust Stock;;SAP Fiori (SAPUI5);RETAILSTORE_STOCK_CORR_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0586;
F0593;Accounts Payable Accountant;Manage Payment Blocks;Transactional;Manage Payment Blocks - Deprecated;;SAP Fiori (SAPUI5);FAP_MANAGE_PAYMENT_BLOCKS_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0593;
F0593A;Accounts Payable Accountant;Manage Payment Blocks V2;Transactional;Manage Payment Blocks, Manage Payment Blocks (Advanced);;SAP Fiori (SAPUI5);SUPPLIERPAYMENTBLOCK;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0593A;
F0598;Manager - Finance Info;My Projects (Internal Orders);Transactional;My Projects;;SAP Fiori (SAPUI5);FCO_MP_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0598;
F0600;Manager - Finance Info;Manage Budget;Transactional;Manage Budget;;SAP Fiori (SAPUI5);FCO_MB_BUDGET_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0600;
F0617;Administrator;Manage Data Aging Groups;Transactional;;;SAP Fiori (SAPUI5);DAAG_MNGGRP;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0617;
F0617A;Administrator;Manage Data Aging Groups (Version 2);Transactional;Data Aging Objects, Monitor Data Aging Objects;;SAP Fiori (SAPUI5);DAAG_MNGGRP;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0617A;
F0618;Administrator;Monitor Data Aging Objects;Transactional;;;SAP Fiori (SAPUI5);DAAG_MONOBJ;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0618;
F0618A;Administrator;Monitor Data Aging Objects (Version 2);Transactional;Monitor Data Aging Objects, Monitor Data Aging Objects - Monitor Data Aging Objects, Monitor Data Aging Objects - Monitor Data Aging Objects;;SAP Fiori (SAPUI5);DAAG_MONOBJ;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0618A;
F0627;Administrator;Analyze Archiving Variants Distribution;Transactional;;;SAP Fiori (SAPUI5);ILM_ARCH_VARIANT_DIST_SERVICE;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0627;
F0627A;Data Privacy Specialist;Manage Archiving Variants;Transactional;Manage Archiving Variants;;SAP Fiori (SAPUI5);ILM_ARCH_VARIANT_DIST_SERVICE;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0627A;
F0636;Employee - Master Data Request;Track My Requests (MDG);Transactional;Track My Requests;;SAP Fiori (SAPUI5);MDG_MYCR_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0636;
F0670;Material Planner - External Procurement;Manage Change Requests;Transactional;Manage Change Requests - MRP - All, Manage Change Requests - MRP - Answered, Manage Change Requests - MRP - New, Manage Change Requests - MRP - Requested;;SAP Fiori (SAPUI5);PP_MRP_COCKPIT_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0670;
F0671;Insurance Claims Supervisor;Workload Management - Tasks;Transactional;Team Tasks;;SAP Fiori (SAPUI5);ICL_WLM_TASKS;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0671;
F0673;Cash Manager;Approve Bank Payments;Transactional;Approve Bank Payments, Approve Bank Payments - Obsolete;;SAP Fiori (SAPUI5);FAP_BANKPAYMENTAPPROVAL;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0673;
F0673A;Cash Manager;Approve Bank Payments (Version 2);Transactional;Approve Bank Payments;;SAP Fiori elements;FAP_APPROVEBANKPAYMENTS_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0673A;
F0681;Strategic Buyer;Contract Leakage;Analytical;;;SAP Fiori: SAP Smart Business generic drill down app;C_PURCHASECONTRACTLEAKAGE_CDS;1;C_PURORDVALUEWITHPLND_CDS, C_PURGSPENDOFFCONTRACT_CDS, C_VALUECONTRACTCNSMPN_CDS, C_QUANTITYCONTRACTCNSMPN_CDS;0001, 0001, 0001, 0001;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0681;
F0682;Strategic Buyer;Invoice Price Variance;Analytical;;;SAP Fiori: SAP Smart Business generic drill down app;C_PURGMATLPRICECHANGE_CDS;1;C_PURORDVALUEWITHPLND_CDS, C_SUPPLIEREVALUATION_CDS, C_SUPPLIEREVALOVERALLQRY_CDS;0001, 0001, 0001;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0682;
