fioriId;RoleName;AppName;ApplicationType;App Launcher Title - Subtitle;Lighthouse;UITechnology;PrimaryODataServiceName;PrimaryODataServiceVersion;AdditionalODataServices;AdditionalODataServicesVersions;Link;Column1
F3095;Purchaser;Monitor Subcontracting Documents;Transactional;Monitor Subcontracting Documents;Yes;SAP Fiori elements;MM_PUR_SUBCONTRGORD_MNTR_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3095;
F3096;Asset Accountant;Asset Accounting Overview;Analytical;Asset Accounting Overview;;SAP Fiori elements: Overview Page;FAA_ASSET_OVERVIEWPAGE_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3096;
F3098;Treasury Risk Manager;Interest Rate Overview;Analytical;Interest Rate Overview;Yes;SAP Fiori elements: Overview Page;C_DEBTINVESTMENTNOMINAL_CDS;1;FTR_YIELD_CURVE_RATE_SRV, C_DEBTINVMTREFINTEREST_CDS, FTR_DEBTINVMT_INTEREST_SRV, FTR_MATURITY_PROFILE_SRV, C_REFINTERESTRATEHISTORY_CDS, C_REFINTERESTRATERANK_CDS;0001, 0001, 0001, 0001, 0001, 0001;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3098;
F3099;Employee - HR Info;Approve Time Events (Fiori 2.0);Transactional;;;SAP Fiori (SAPUI5);HCMFAB_TIMEEVENTS_APR_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3099;
F3100;Production Supervisor - Discrete Manufacturing (Extended Production Operations);Reprocess Failed Materials Movements;Transactional;Reprocess Failed Material Movements;;SAP Fiori elements;MPEGOODSMOVEMENTEXCEPTION_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3100;
F3101;Production Supervisor - Discrete Manufacturing (Extended Production Operations);Manage Production Holds;Transactional;Manage Production Holds;;SAP Fiori elements;MPE_MANAGE_PRODUCTION_HOLD_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3101;
F3103;Accounts Payable Accountant for Japan;Manage Journal Entries - Japan;Transactional;Manage Journal Entries - Japan;;SAP Fiori (SAPUI5);GLO_JP_MANAGE_JOURNAL_ENTRY_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3103;
F3107;Administrator - International Trade;Application Log for Changed Master Data - Global Trade Services;Transactional;Application Log for Changed Master Data - Global Trade Services;;SAP Fiori: Generic Application Log Framework;APL_LOG_MANAGEMENT_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3107;
F3108;Recipe Developer;Recipe Analysis - By Source;Analytical;;;SAP Fiori elements;CA_FM_FEATURE_TOGGLE_STATUS_SRV;1;PLMI_RECIPE_ANALYSIS;0001;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3108;
F3109;Recipe Developer;My Recipe Overview;Analytical;My Recipe Overview;;SAP Fiori elements: Overview Page;PLMI_RECIPE_OVP;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3109;
F3110;Warehouse Clerk;Post Goods Receipt for Production Order;Transactional;Post Goods Receipt for Production Order;;SAP Fiori (SAPUI5);MMIM_GR4PO_DL_SRV;1;MMIM_MATERIAL_DATA_SRV;0001;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3110;
F3112;Employee - HR Info;My Bank Details (Fiori 2.0);Transactional;;;SAP Fiori (SAPUI5);HCMFAB_MYBANKDETAILS_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3112;
F3113;Employee - HR Info;My Communication Data (Fiori 2.0);Transactional;;;SAP Fiori (SAPUI5);HCMFAB_MYCOMMUNICATION_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3113;
F3114;Employee - HR Info;My External Organizations (Fiori 2.0);Transactional;;;SAP Fiori (SAPUI5);HCMFAB_MY_EXT_ORG_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3114;
F3115;Employee - HR Info;My Family Members (Fiori 2.0);Transactional;;;SAP Fiori (SAPUI5);HCMFAB_MYFAMILYMEMBERS_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3115;
F3116;Employee - HR Info;My Internal Data (Fiori 2.0);Transactional;;;SAP Fiori (SAPUI5);HCMFAB_MYINTERNALDATA_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3116;
F3117;Employee - HR Info;My Personal Data (Fiori 2.0);Transactional;;;SAP Fiori (SAPUI5);HCMFAB_MYPERSONALDATA_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3117;
F3118;Master Data Specialist - Business Partner Data;Master Data Process Overview for Business Partner;Analytical;Master Data Process Overview - Business Partners;;SAP Fiori elements: Overview Page;MDG_MDPROC_BUPA_OVP_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3118;
F3119;Master Data Specialist - Product Data;Master Data Process Overview for Product;Analytical;Master Data Process Overview - Products;;SAP Fiori elements: Overview Page;MDG_MDPROC_PROD_OVP_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3119;
F3122;Trade Classification Specialist;Manage Customs Tariff Numbers;Transactional;Manage Customs Tariff Numbers;;SAP Fiori (SAPUI5);SLL_TRIFNMBR_MANAGE;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3122;
F3123;Other;Display Treasury Position Values for Expected Losses;Transactional;Display Treasury Position Values - Expected Losses;;SAP Fiori elements;FTR_POSITION_VALUES_EXP_LOSSES_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3123;
F3125;Accounts Payable and Receivable Accountant (FI-CA);Display Write-Offs;Transactional;Display Write-Offs;;SAP Fiori elements;O2C_FICA_WRITEOFF_LIST_DISPLAY;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3125;
F3126;Accounts Payable and Receivable Accountant (FI-CA);Display Returns;Transactional;Display Returns;;SAP Fiori elements;O2C_FICA_RETURNS_LIST_DISPLAY;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3126;
F3127;Product Configuration Modeler;Requirements Management Wrapper;Transactional, Reuse Component;;;SAP Fiori (SAPUI5);;;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3127;
F3129;Employee - HR Info;My Profile (Fiori 2.0);Transactional;My Profile - View my profile;;SAP Fiori (SAPUI5);HCMFAB_MYPROFILE_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3129;
F3130;Treasury Risk Manager;Debt and Investment Maturity Profile;Analytical;Debt and Investment Maturity Profile;Yes;SAP Fiori elements;FTR_MATURITY_PROFILE_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3130;
F3131;Billing Specialist (Utilities);Block Utilities Contracts;Transactional;Block Utilities Contracts;;SAP Fiori elements;ISU_MD_CONTR_BLOCK_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3131;
F3132;Billing Specialist (Utilities);Display Suppressed Billing Orders;Transactional;Display Suppressed Billing Orders;;SAP Fiori elements;ISU_BI_SUPP_BILLG_ORD_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3132;
F3133;Billing Specialist (Utilities);Process Missing Billing Orders;Transactional;Process Missing Billing Orders;;SAP Fiori elements;ISU_BI_MISG_BILLG_ORD_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3133;
F3134;Billing Specialist (Utilities);Display Outstanding Billing Items;Transactional;Display Outstanding Billing Items;;SAP Fiori elements;ISU_BI_OUTST_BLLG_ITM_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3134;
F3135;Billing Specialist (Utilities);Periodic Invoicing Overview;Analytical;Periodic Invoicing Overview;;SAP Fiori elements: Overview Page;ISU_IN_PERDC_OVP_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3135;
F3139;Master Data Specialist - Product Data;Change Process Analysis for Product;Transactional;Change Process Analysis - Products;;SAP Fiori elements;MDC_PROC_PRODUCT_ALP_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3139;
F3140;Master Data Specialist - Business Partner Data;Change Process Analysis for Business Partner;Transactional;Change Process Analysis - Business Partners;Yes;SAP Fiori elements;MDC_PROC_BP_ALP_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3140;
F3141;Master Data Specialist - Business Partner Data;Change Request Analysis for Business Partner;Transactional;Change Request Analysis - Business Partners;;SAP Fiori elements;MDG_CR_BUPA_ALP_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3141;
F3142;Strategic Buyer;Service Spend Report (Design Studio);Analytical;Service Spend (Deprecated);;SAP Fiori: Design Studio;C_PURORDSERVICESPENDQUERY_CDS;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3142;
F3143;Purchaser;Monitor Scheduling Agreement Items;Transactional;Monitor Purchase Scheduling Agreement Items;;SAP Fiori elements;MM_PUR_SCHAGMT_MNTR;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3143;
F3144;Purchaser - Central Procurement;Manage Central Purchase Contracts;Transactional;Manage Central Purchase Contracts, Manage Central Purchase Contracts;Yes;SAP Fiori elements;MM_PUR_CNTRL_CTR_MAINTAIN_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3144;
F3146;Trade Classification Specialist;Classify Products - Customs Tariff Numbers;Transactional;Classify Products - Customs Tariff Numbers;;SAP Fiori (SAPUI5);SLL_PROD_TRIFNMBR_CLASSIFY;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3146;
F3147;Trade Classification Specialist;Reclassify Products - Customs Tariff  Numbers;Transactional;Reclassify Products - Customs Tariff Numbers;;SAP Fiori (SAPUI5);SLL_PROD_TRIFNMBR_RECLASSIFY;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3147;
F3149;Purchaser;Manage Catalog Items;Transactional;Manage Catalog Items;;SAP Fiori elements;MM_PUR_CATALOGITEMS_MNG_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3149;
F3150;Master Data Specialist - Product Data;Change Request Analysis for Product;Transactional;Change Request Analysis - Products;;SAP Fiori elements;MDG_CR_PRODUCT_ALP_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3150;
F3161;Cost Accountant - Overhead;Manage Cost Rates - Services;Transactional;Manage Cost Rates - Services;;SAP Fiori elements;FCO_SERVICE_COST_RATE_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3161;
F3162;Cost Accountant - Overhead;Manage Cost Rates - Plan;Transactional;Manage Cost Rates - Plan;;SAP Fiori elements;FCO_PLAN_COST_RATE_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3162;
F3163;Master Data Specialist - Business Partner Data;Manage Business Partner Master Data;Transactional;Manage Business Partner Master Data;;SAP Fiori elements;MD_BUSINESSPARTNER_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3163;
F3164;Treasury Risk Manager;Treasury Position Analysis (Accounting View) - Design Studio;Analytical, BW Query used;Treasury Position Analysis - Accounting View (Deprecated);;SAP Fiori: Design Studio;;;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3164;
F3165;Treasury Risk Manager;Treasury Position Analysis (Listed Derivatives) - Design Studio;Analytical, BW Query used;Treasury Position Analysis - Listed Derivatives (Deprecated);;SAP Fiori: Design Studio;;;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3165;
F3166;Treasury Risk Manager;Treasury Position Analysis (Securities) - Design Studio;Analytical, BW Query used;Treasury Position Analysis - Securities (Deprecated);;SAP Fiori: Design Studio;;;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3166;
F3167;Treasury Risk Manager;Treasury Position Analysis (Design Studio);Analytical, BW Query used;Treasury Position Analysis - (Deprecated);;SAP Fiori: Design Studio;;;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3167;
F3168;Treasury Risk Manager;Financial Status (Nominal Amount) - Design Studio;Analytical, BW Query used;Financial Status - Nominal Amount (Deprecated);;SAP Fiori: Design Studio;;;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3168;
F3172;General Ledger Accountant;Manage Tax Items for Legal Reporting;Transactional;;;SAP Fiori (SAPUI5);FIGL_MANAGE_TAX_ITEMS_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3172;
F3173;Configuration Expert - Business Process Configuration;Manage Workflows for Service Entry Sheets - Lean Services;Transactional;Manage Workflows for Service Entry Sheets - Lean Services;;SAP Fiori: Manage Workflow;SWF_FLEX_DEF_SRV;1;S_MMPURWORKFLOWVH_CDS;0001;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3173;
F3174;Quality Technician;Reuse Result Recording Library;Reuse Component;;;SAP Fiori (SAPUI5);;;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3174;
F3180;Treasury Risk Manager;Balance Sheet FX Risk (Design Studio);Analytical, BW Query used;Balance Sheet FX Risk - (Deprecated);;SAP Fiori: Design Studio;;;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3180;
F3181;Treasury Risk Manager;Balance Sheet FX Risk - In Transaction Currency (Design Studio);Analytical, BW Query used;Balance Sheet FX Risk - In Transaction Currency (Deprecated);;SAP Fiori: Design Studio;;;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3181;
F3182;Accounts Receivable Manager;Cash Collection Tracker - Collections Management;Analytical;;;SAP Fiori: SAP Smart Business generic drill down app;/SSB/SMART_BUSINESS_RUNTIME_SRV;1;C_COLLMGMTRBLSITMFORKEYDTE_CDS;0001;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3182;
F3183;Transportation Scheduler (Oil & Gas);Exchange Agreement Sales KPI;Fact sheet;;;SAP Fiori elements;EXG_SALES_CONTRACT_SCHEDG_KPI;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3183;
F3184;Transportation Scheduler (Oil & Gas);Exchange Agreement Purchase KPI;Fact sheet;;;SAP Fiori elements;EXG_PUR_CONTRACT_SCHEDG_KPI;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3184;
F3185;Cash Manager;Manage Bank Fee Conditions;Transactional;Manage Bank Fee Conditions;;SAP Fiori elements;FCLM_BRM_BANK_FEE_CONDITION_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3185;
F3191;Project Manager - IT;Custom Code Migration;Transactional;Custom Code Migration - Maintain Projects;Yes;SAP Fiori elements;SYCM_APS_C_PROJECT_CDS;1;SYCM_APS_C_ATC_FIND_ALP_CDS, SYCM_APS_SCOPING, SYCM_APS_FILE_SRV;0001, 0001, 0001;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3191;
F3192;Strategic Buyer;Scheduling Agreement Consumption;Transactional;;;SAP Fiori: SAP Smart Business generic drill down app;C_SCHEDGAGRMTITMCNSMPN_CDS;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3192;
F3193;Warehouse Operative (Extended Warehouse Management);Pack Outbound Deliveries;Transactional;Pack Outbound Deliveries;Yes;SAP Fiori (SAPUI5);/SCWM/PACK_OUTBDLV_SRV;1;/SCWM/USER_DEFAULTPARAMETER_SRV;0001;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3193;
F3197;Inventory Manager;Create Physical Inventory Documents;Transactional;Create Physical Inventory Documents, Create Physical Inventory Documents;;SAP Fiori elements;MM_IM_PHYS_INV_MASS_CREATE_SRV_01;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3197;
F3201;Other;Reuse Library for Situation Handling;Transactional, Reuse Component;;;SAP Fiori (SAPUI5);C_SITNINSTANCETP_CDS;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3201;
F3204;Product Stewardship Specialist - Product Compliance;Manage Compliance Assessments;Transactional;;;SAP Fiori elements;EHS_FND_CCI_PRODUCT_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3204;
F3209;Product Stewardship Specialist - Product Compliance;Reuse Component for Product Compliance;Reuse Component;;;SAP Fiori (SAPUI5);;;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3209;
F3210;Product Stewardship Specialist - Product Compliance;Manage Analytical Compositions;Transactional;;;SAP Fiori elements;EHS_FND_CCI_COMPOSITION_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3210;
F3211;Product Stewardship Specialist - Product Compliance;Manage Material Based Compositions;Transactional;;;SAP Fiori elements;EHS_FND_CCI_CMPSTNMATLBASED_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3211;
F3213;Trader - Futures;Manage Commodity Subaccounts;Transactional;Manage Subaccounts;;SAP Fiori elements;CMMFSA_COMMODITYSUBACCOUNT_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3213;
F3214;Transportation Manager (Transportation Management);Scenario Builder;Transactional;Scenario Builder;;SAP Fiori (SAPUI5);/SCMTMS/SCENARIO_BUILDER_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3214;
F3216;Other;Duplicate Check Reuse Library - Master Data;Reuse Component;;;SAP Fiori (SAPUI5);;;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3216;
F3219;Product Stewardship Specialist - Product Compliance;Assess Marketability Requirements - For Products;Transactional;Assess Marketability Requirements - For Products;;SAP Fiori elements;EHS_PMA_PROD_CRR_MON_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3219;
F3220;Master Data Specialist - Product Compliance;Assess Marketability Requirements - For Substances;Transactional;Assess Marketability Requirements - For Substances;;SAP Fiori elements;EHS_PMA_SUBST_CRR_MON_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3220;
F3221;Master Data Specialist - Product Compliance;Assess Compliance Requirements - For Raw Materials;Transactional;Assess Marketability Requirements - For Raw Materials;;SAP Fiori elements;EHS_PMA_RAWMATL_CRR_MON_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3221;
F3226;Internal Sales Representative;Compliance Information - For Products;Transactional;Compliance Information - For Products, Compliance Information - For Products;Yes;SAP Fiori elements;EHS_PMA_MKT_INFO_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3226;
F3228;Cost Accountant - Sales;Sales Accounting Overview;Analytical;Sales Accounting Overview;;SAP Fiori elements: Overview Page;FCO_SALES_ACCTG_OVERVIEW_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3228;
F3229;Trader - Futures;Manage Commodity Derivative Order Request Fills;Transactional;Display Fills, Manage Commodity Derivative Order Fills;;SAP Fiori elements;CMMFDOF_ORDER_FILL_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3229;
F3232;Configuration Expert - Business Process Configuration;Manage Workflows for Request for Quotations;Transactional;Manage Workflows for RFQs;;SAP Fiori: Manage Workflow;SWF_FLEX_DEF_SRV;1;S_MMPURWORKFLOWVH_CDS;0001;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3232;
F3235;Product Stewardship Specialist - Product Compliance;Compliance Assessment - Product - Substance List Check;Transactional;;;SAP Fiori elements;EHS_PMA_CRR_MAN_CCI_SLC_SRV;1;EHS_FND_CRR_HISTORY_SRV, CV_ATTACHMENT_SRV, CA_FM_FEATURE_TOGGLE_STATUS_SRV;0001, 0001, 0001;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3235;
F3236;Master Data Specialist - Product Compliance;Compliance Assessment - Substance - Substance List Check;Transactional;;;SAP Fiori elements;EHS_PMA_CRR_MAN_SUBST_SLC_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3236;
F3239;Quality Manager;Inspection Lot Analytics;Transactional, Analytical;;Yes;SAP Fiori: SAP Smart Business generic drill down app;QM_INSPLOTDEF_ANALYZE_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3239;
F3242;Accounts Receivable Manager;Accounts Receivable Overview;Analytical;Accounts Receivable Overview;;SAP Fiori elements: Overview Page;FAR_AR_OVP_SRV;1;C_ARDEBTORSOVW_CDS, /IWPGW/TASKPROCESSING, C_ARAGINGANALYSISOVW_CDS, C_ARDAYSSALESOUTSTDGOVW_CDS, C_ARCASHCOLLTRACKEROVW_CDS, C_ARBREAKDOWNOVW_CDS;0001, 0002, 0001, 0001, 0001, 0001;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3242;
F3244;Warehouse Clerk;Post Goods Receipt without Reference;Transactional;Post Goods Receipt without Reference;;SAP Fiori (SAPUI5);MMIM_GR4PO_DL_SRV;1;MMIM_MATERIAL_DATA_SRV;0001;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3244;
F3245;Internal Sales Representative;Manage Duplicate Sales Documents;Transactional, Analytical;Manage Duplicate Sales Documents, Manage Duplicate Sales Documents - Current Month;;SAP Fiori elements;SD_F3245_SDOC_DUPLICATE_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3245;
F3246;Accounts Receivable Manager;Doubtful Accounts Valuation;Analytical;Doubtful Accounts Valuation;;SAP Fiori elements;FAR_DOUBTFUL_ACCTS_VALUATION_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3246;
F3248;Administrator;Custom Reusable Elements;Transactional;Custom Reusable Elements;;SAP Fiori (SAPUI5);APS_EXT_CRL_SRV;1;APS_EXT_CCL_SRV;0001;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3248;
F3250;Quality Technician;Process Quality Tasks;Transactional;Process Quality Tasks;;SAP Fiori elements;QM_QTASK_PROC_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3250;
F3251;Master Data Specialist;Export Master Data;Transactional;Export Master Data - BP Relationships, Export Master Data - Business Partners, Export Master Data - Products;;SAP Fiori (SAPUI5);MDC_EXPORT_SRV;1;MDC_PROCESS_SRV__147, MDC_PROCESS_SRV__194, MDC_PROCESS_SRV__1405;0001, 0001, 0001;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3251;
F3252;Cash Manager;Liquidity Forecast Details - Overview (Design Studio);Analytical, BW Query used;Liquidity Forecast Details (Deprecated) - Overview;;SAP Fiori: Design Studio;;;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3252;
F3253;Billing Specialist (Utilities);Resolve Outsorted Invoicing Documents;Transactional;Resolve Outsorted Invoicing Documents;;SAP Fiori elements;ISU_IN_OUTSRTD_INVCG_DOC_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3253;
F3254;Contract Manager - Settlement Management;Manage Settlement Documents;Transactional;Manage Settlement Documents, Manage Settlement Documents - External Commissions, Manage Settlement Documents - Royalties, Manage Settlement Documents - Sales Rebates, Manage Settlement Documents - Supplier Rebates;;SAP Fiori (SAPUI5);;;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3254;
F3260;Master Data Steward - Product Data;Data Quality Evaluation Overview for Products;Analytical;Data Quality Evaluation Overview - Products;Yes;SAP Fiori elements: Overview Page;CMD_QLTY_EVAL_PROD_OVP_SRV;1;CMD_QLTY_PROD_GENERAL_ALP_SRV, CMD_QLTY_PROD_PLANT_ALP_SRV, CMD_QLTY_PROD_SALES_ALP_SRV;0001, 0001, 0001;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3260;
F3261;Master Data Steward - Product Data;Data Quality Evaluation Results for Plant Data of Products;Analytical;Evaluation Results - Plant Data of Products;;SAP Fiori elements;CMD_QLTY_PROD_PLANT_ALP_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3261;
F3262;Master Data Steward - Product Data;Data Quality Evaluation Results for Products;Analytical;Evaluation Results - Products;;SAP Fiori elements;CMD_QLTY_PROD_GENERAL_ALP_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3262;
F3263;Master Data Steward - Product Data;Data Quality Evaluation Results for Sales Data of Products;Analytical;Evaluation Results - Sales Data of Products;;SAP Fiori elements;CMD_QLTY_PROD_SALES_ALP_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3263;
F3264;Configuration Expert - Business Process Configuration;Monitor Situations;Analytical;Monitor Situations;;SAP Fiori elements;C_SITNINSTCEACTYMONITORING_CDS;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3264;
F3265;Cash Manager;Manage Cash Concentration;Transactional;Manage Cash Concentration;;SAP Fiori elements;FCLM_CASH_CONCN_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3265;
F3266;Cash Manager;Manage Cash Pools;Transactional;Manage Cash Pools;;SAP Fiori elements;FCLM_CASH_CPLMGMT_MDL_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3266;
F3266A;Cash Manager;Manage Cash Pools (Version 2);Transactional;Manage Cash Pools (Version 2);;SAP Fiori elements;UI_CASHPOOL_MANAGE;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3266A;
F3267;Cash Manager;Cash Pool Transfer Report (Design Studio);Analytical, BW Query used;Cash Pool Transfer Report - Deprecated;;SAP Fiori: Design Studio;;;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3267;
F3268;Configuration Expert - Business Process Configuration;Schedule Import of Purchasing Documents;Transactional;Schedule Import of Purchasing Documents;;SAP Fiori: Generic Job Scheduling Framework;APJ_JOB_MANAGEMENT_SRV;1;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3268;
F3271;Other;Change Documents (Reuse Library);Reuse Component;;;SAP Fiori (SAPUI5);;;;;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F3271;
